method,alpha,coverage,dgp,statistic,n,B,repetitions
smoothed,0.975,0.9904,DGPLaplace_0_1,percentile_5,16,100,10000
double,0.975,0.9001,DGPLaplace_0_1,percentile_5,16,100,10000
studentized,0.975,0.7837,DGPLaplace_0_1,percentile_5,16,100,10000
ci_quant_param,0.975,0.7884,DGPLaplace_0_1,percentile_5,16,100,10000
ci_quant_nonparam,0.975,0.9933,DGPLaplace_0_1,percentile_5,16,100,10000
maritz-jarrett,0.975,0.0,DGPLaplace_0_1,percentile_5,16,100,10000
percentile,0.025,0.0432,DGPBeta_1_1,percentile_5,128,1000,10000
basic,0.025,0.0447,DGPBeta_1_1,percentile_5,128,1000,10000
bca,0.025,0.0192,DGPBeta_1_1,percentile_5,128,1000,10000
bc,0.025,0.0329,DGPBeta_1_1,percentile_5,128,1000,10000
standard,0.025,0.0314,DGPBeta_1_1,percentile_5,128,1000,10000
smoothed,0.025,0.0459,DGPBeta_1_1,percentile_5,128,1000,10000
double,0.025,0.0188,DGPBeta_1_1,percentile_5,128,1000,10000
studentized,0.025,0.0283,DGPBeta_1_1,percentile_5,128,1000,10000
ci_quant_param,0.025,0.0015,DGPBeta_1_1,percentile_5,128,1000,10000
ci_quant_nonparam,0.025,0.0403,DGPBeta_1_1,percentile_5,128,1000,10000
maritz-jarrett,0.025,0.0185,DGPBeta_1_1,percentile_5,128,1000,10000
percentile,0.05,0.0858,DGPBeta_1_1,percentile_5,128,1000,10000
basic,0.05,0.0754,DGPBeta_1_1,percentile_5,128,1000,10000
bca,0.05,0.0367,DGPBeta_1_1,percentile_5,128,1000,10000
bc,0.05,0.0439,DGPBeta_1_1,percentile_5,128,1000,10000
standard,0.05,0.0541,DGPBeta_1_1,percentile_5,128,1000,10000
smoothed,0.05,0.08,DGPBeta_1_1,percentile_5,128,1000,10000
double,0.05,0.0379,DGPBeta_1_1,percentile_5,128,1000,10000
studentized,0.05,0.0592,DGPBeta_1_1,percentile_5,128,1000,10000
ci_quant_param,0.05,0.005,DGPBeta_1_1,percentile_5,128,1000,10000
ci_quant_nonparam,0.05,0.1105,DGPBeta_1_1,percentile_5,128,1000,10000
maritz-jarrett,0.05,0.0359,DGPBeta_1_1,percentile_5,128,1000,10000
percentile,0.25,0.298,DGPBeta_1_1,percentile_5,128,1000,10000
basic,0.25,0.2523,DGPBeta_1_1,percentile_5,128,1000,10000
bca,0.25,0.1874,DGPBeta_1_1,percentile_5,128,1000,10000
bc,0.25,0.1915,DGPBeta_1_1,percentile_5,128,1000,10000
standard,0.25,0.2427,DGPBeta_1_1,percentile_5,128,1000,10000
smoothed,0.25,0.2816,DGPBeta_1_1,percentile_5,128,1000,10000
double,0.25,0.2108,DGPBeta_1_1,percentile_5,128,1000,10000
studentized,0.25,0.2548,DGPBeta_1_1,percentile_5,128,1000,10000
ci_quant_param,0.25,0.1063,DGPBeta_1_1,percentile_5,128,1000,10000
ci_quant_nonparam,0.25,0.3765,DGPBeta_1_1,percentile_5,128,1000,10000
maritz-jarrett,0.25,0.2064,DGPBeta_1_1,percentile_5,128,1000,10000
percentile,0.75,0.7864,DGPBeta_1_1,percentile_5,128,1000,10000
basic,0.75,0.6693,DGPBeta_1_1,percentile_5,128,1000,10000
bca,0.75,0.6578,DGPBeta_1_1,percentile_5,128,1000,10000
bc,0.75,0.6605,DGPBeta_1_1,percentile_5,128,1000,10000
standard,0.75,0.7638,DGPBeta_1_1,percentile_5,128,1000,10000
smoothed,0.75,0.7809,DGPBeta_1_1,percentile_5,128,1000,10000
double,0.75,0.7073,DGPBeta_1_1,percentile_5,128,1000,10000
studentized,0.75,0.6736,DGPBeta_1_1,percentile_5,128,1000,10000
ci_quant_param,0.75,0.949,DGPBeta_1_1,percentile_5,128,1000,10000
ci_quant_nonparam,0.75,0.8096,DGPBeta_1_1,percentile_5,128,1000,10000
maritz-jarrett,0.75,0.6913,DGPBeta_1_1,percentile_5,128,1000,10000
percentile,0.95,0.9696,DGPBeta_1_1,percentile_5,128,1000,10000
basic,0.95,0.8176,DGPBeta_1_1,percentile_5,128,1000,10000
bca,0.95,0.9084,DGPBeta_1_1,percentile_5,128,1000,10000
bc,0.95,0.9302,DGPBeta_1_1,percentile_5,128,1000,10000
standard,0.95,0.948,DGPBeta_1_1,percentile_5,128,1000,10000
smoothed,0.95,0.9716,DGPBeta_1_1,percentile_5,128,1000,10000
double,0.95,0.9316,DGPBeta_1_1,percentile_5,128,1000,10000
studentized,0.95,0.8528,DGPBeta_1_1,percentile_5,128,1000,10000
ci_quant_param,0.95,1.0,DGPBeta_1_1,percentile_5,128,1000,10000
ci_quant_nonparam,0.95,0.9738,DGPBeta_1_1,percentile_5,128,1000,10000
maritz-jarrett,0.95,0.8955,DGPBeta_1_1,percentile_5,128,1000,10000
percentile,0.975,0.9869,DGPBeta_1_1,percentile_5,128,1000,10000
basic,0.975,0.8556,DGPBeta_1_1,percentile_5,128,1000,10000
bca,0.975,0.9485,DGPBeta_1_1,percentile_5,128,1000,10000
bc,0.975,0.9662,DGPBeta_1_1,percentile_5,128,1000,10000
standard,0.975,0.97,DGPBeta_1_1,percentile_5,128,1000,10000
smoothed,0.975,0.9865,DGPBeta_1_1,percentile_5,128,1000,10000
double,0.975,0.9669,DGPBeta_1_1,percentile_5,128,1000,10000
studentized,0.975,0.8949,DGPBeta_1_1,percentile_5,128,1000,10000
ci_quant_param,0.975,1.0,DGPBeta_1_1,percentile_5,128,1000,10000
ci_quant_nonparam,0.975,0.9887,DGPBeta_1_1,percentile_5,128,1000,10000
maritz-jarrett,0.975,0.929,DGPBeta_1_1,percentile_5,128,1000,10000
percentile,0.025,0.0042,DGPLaplace_0_1,std,64,1000,10000
basic,0.025,0.0109,DGPLaplace_0_1,std,64,1000,10000
bca,0.025,0.0248,DGPLaplace_0_1,std,64,1000,10000
bc,0.025,0.0119,DGPLaplace_0_1,std,64,1000,10000
standard,0.025,0.0063,DGPLaplace_0_1,std,64,1000,10000
smoothed,0.025,0.0048,DGPLaplace_0_1,std,64,1000,10000
double,0.025,0.0186,DGPLaplace_0_1,std,64,1000,10000
studentized,0.025,0.0053,DGPLaplace_0_1,std,64,1000,10000
chi_sq,0.025,0.0842,DGPLaplace_0_1,std,64,1000,10000
percentile,0.05,0.0142,DGPLaplace_0_1,std,64,1000,10000
basic,0.05,0.0314,DGPLaplace_0_1,std,64,1000,10000
bca,0.05,0.0495,DGPLaplace_0_1,std,64,1000,10000
bc,0.05,0.0332,DGPLaplace_0_1,std,64,1000,10000
standard,0.05,0.0214,DGPLaplace_0_1,std,64,1000,10000
smoothed,0.05,0.0151,DGPLaplace_0_1,std,64,1000,10000
double,0.05,0.0422,DGPLaplace_0_1,std,64,1000,10000
studentized,0.05,0.0206,DGPLaplace_0_1,std,64,1000,10000
chi_sq,0.05,0.1209,DGPLaplace_0_1,std,64,1000,10000
percentile,0.25,0.1495,DGPLaplace_0_1,std,64,1000,10000
basic,0.25,0.2333,DGPLaplace_0_1,std,64,1000,10000
bca,0.25,0.2423,DGPLaplace_0_1,std,64,1000,10000
bc,0.25,0.2356,DGPLaplace_0_1,std,64,1000,10000
standard,0.25,0.1948,DGPLaplace_0_1,std,64,1000,10000
smoothed,0.25,0.153,DGPLaplace_0_1,std,64,1000,10000
double,0.25,0.2348,DGPLaplace_0_1,std,64,1000,10000
studentized,0.25,0.217,DGPLaplace_0_1,std,64,1000,10000
chi_sq,0.25,0.2773,DGPLaplace_0_1,std,64,1000,10000
percentile,0.75,0.6081,DGPLaplace_0_1,std,64,1000,10000
basic,0.75,0.6834,DGPLaplace_0_1,std,64,1000,10000
bca,0.75,0.6957,DGPLaplace_0_1,std,64,1000,10000
bc,0.75,0.6828,DGPLaplace_0_1,std,64,1000,10000
standard,0.75,0.6422,DGPLaplace_0_1,std,64,1000,10000
smoothed,0.75,0.6117,DGPLaplace_0_1,std,64,1000,10000
double,0.75,0.7143,DGPLaplace_0_1,std,64,1000,10000
studentized,0.75,0.6954,DGPLaplace_0_1,std,64,1000,10000
chi_sq,0.75,0.6186,DGPLaplace_0_1,std,64,1000,10000
percentile,0.95,0.8285,DGPLaplace_0_1,std,64,1000,10000
basic,0.95,0.8619,DGPLaplace_0_1,std,64,1000,10000
bca,0.95,0.8927,DGPLaplace_0_1,std,64,1000,10000
bc,0.95,0.8667,DGPLaplace_0_1,std,64,1000,10000
standard,0.95,0.8469,DGPLaplace_0_1,std,64,1000,10000
smoothed,0.95,0.8306,DGPLaplace_0_1,std,64,1000,10000
double,0.95,0.9194,DGPLaplace_0_1,std,64,1000,10000
studentized,0.95,0.8825,DGPLaplace_0_1,std,64,1000,10000
chi_sq,0.95,0.8367,DGPLaplace_0_1,std,64,1000,10000
percentile,0.975,0.8724,DGPLaplace_0_1,std,64,1000,10000
basic,0.975,0.8964,DGPLaplace_0_1,std,64,1000,10000
bca,0.975,0.9268,DGPLaplace_0_1,std,64,1000,10000
bc,0.975,0.9016,DGPLaplace_0_1,std,64,1000,10000
standard,0.975,0.8864,DGPLaplace_0_1,std,64,1000,10000
smoothed,0.975,0.8735,DGPLaplace_0_1,std,64,1000,10000
double,0.975,0.9505,DGPLaplace_0_1,std,64,1000,10000
studentized,0.975,0.9178,DGPLaplace_0_1,std,64,1000,10000
chi_sq,0.975,0.8834,DGPLaplace_0_1,std,64,1000,10000
percentile,0.025,0.2094,DGPLaplace_0_1,percentile_5,32,10,10000
basic,0.025,0.2038,DGPLaplace_0_1,percentile_5,32,10,10000
bca,0.025,0.185,DGPLaplace_0_1,percentile_5,32,10,10000
bc,0.025,0.185,DGPLaplace_0_1,percentile_5,32,10,10000
standard,0.025,0.1316,DGPLaplace_0_1,percentile_5,32,10,10000
smoothed,0.025,0.1929,DGPLaplace_0_1,percentile_5,32,10,10000
double,0.025,0.2097,DGPLaplace_0_1,percentile_5,32,10,10000
studentized,0.025,0.1147,DGPLaplace_0_1,percentile_5,32,10,10000
ci_quant_param,0.025,0.1236,DGPLaplace_0_1,percentile_5,32,10,10000
ci_quant_nonparam,0.025,0.1942,DGPLaplace_0_1,percentile_5,32,10,10000
maritz-jarrett,0.025,0.107,DGPLaplace_0_1,percentile_5,32,10,10000
percentile,0.05,0.2094,DGPLaplace_0_1,percentile_5,32,10,10000
basic,0.05,0.2038,DGPLaplace_0_1,percentile_5,32,10,10000
bca,0.05,0.185,DGPLaplace_0_1,percentile_5,32,10,10000
bc,0.05,0.185,DGPLaplace_0_1,percentile_5,32,10,10000
standard,0.05,0.1564,DGPLaplace_0_1,percentile_5,32,10,10000
smoothed,0.05,0.1929,DGPLaplace_0_1,percentile_5,32,10,10000
double,0.05,0.2097,DGPLaplace_0_1,percentile_5,32,10,10000
studentized,0.05,0.1147,DGPLaplace_0_1,percentile_5,32,10,10000
ci_quant_param,0.05,0.1684,DGPLaplace_0_1,percentile_5,32,10,10000
ci_quant_nonparam,0.05,0.1942,DGPLaplace_0_1,percentile_5,32,10,10000
maritz-jarrett,0.05,0.1247,DGPLaplace_0_1,percentile_5,32,10,10000
percentile,0.25,0.325,DGPLaplace_0_1,percentile_5,32,10,10000
basic,0.25,0.3189,DGPLaplace_0_1,percentile_5,32,10,10000
bca,0.25,0.1852,DGPLaplace_0_1,percentile_5,32,10,10000
bc,0.25,0.1852,DGPLaplace_0_1,percentile_5,32,10,10000
standard,0.25,0.2976,DGPLaplace_0_1,percentile_5,32,10,10000
smoothed,0.25,0.3241,DGPLaplace_0_1,percentile_5,32,10,10000
double,0.25,0.2223,DGPLaplace_0_1,percentile_5,32,10,10000
studentized,0.25,0.277,DGPLaplace_0_1,percentile_5,32,10,10000
ci_quant_param,0.25,0.3435,DGPLaplace_0_1,percentile_5,32,10,10000
ci_quant_nonparam,0.25,0.5177,DGPLaplace_0_1,percentile_5,32,10,10000
maritz-jarrett,0.25,0.2154,DGPLaplace_0_1,percentile_5,32,10,10000
percentile,0.75,0.772,DGPLaplace_0_1,percentile_5,32,10,10000
basic,0.75,0.6474,DGPLaplace_0_1,percentile_5,32,10,10000
bca,0.75,0.3696,DGPLaplace_0_1,percentile_5,32,10,10000
bc,0.75,0.3729,DGPLaplace_0_1,percentile_5,32,10,10000
standard,0.75,0.7175,DGPLaplace_0_1,percentile_5,32,10,10000
smoothed,0.75,0.7358,DGPLaplace_0_1,percentile_5,32,10,10000
double,0.75,0.5541,DGPLaplace_0_1,percentile_5,32,10,10000
studentized,0.75,0.6547,DGPLaplace_0_1,percentile_5,32,10,10000
ci_quant_param,0.75,0.6102,DGPLaplace_0_1,percentile_5,32,10,10000
ci_quant_nonparam,0.75,0.7816,DGPLaplace_0_1,percentile_5,32,10,10000
maritz-jarrett,0.75,0.5663,DGPLaplace_0_1,percentile_5,32,10,10000
percentile,0.95,0.934,DGPLaplace_0_1,percentile_5,32,10,10000
basic,0.95,0.7709,DGPLaplace_0_1,percentile_5,32,10,10000
bca,0.95,0.6314,DGPLaplace_0_1,percentile_5,32,10,10000
bc,0.95,0.6592,DGPLaplace_0_1,percentile_5,32,10,10000
standard,0.95,0.9134,DGPLaplace_0_1,percentile_5,32,10,10000
smoothed,0.95,0.9256,DGPLaplace_0_1,percentile_5,32,10,10000
double,0.95,0.8035,DGPLaplace_0_1,percentile_5,32,10,10000
studentized,0.95,0.8474,DGPLaplace_0_1,percentile_5,32,10,10000
ci_quant_param,0.95,0.7704,DGPLaplace_0_1,percentile_5,32,10,10000
ci_quant_nonparam,0.95,0.9804,DGPLaplace_0_1,percentile_5,32,10,10000
maritz-jarrett,0.95,0.8408,DGPLaplace_0_1,percentile_5,32,10,10000
percentile,0.975,0.934,DGPLaplace_0_1,percentile_5,32,10,10000
basic,0.975,0.7709,DGPLaplace_0_1,percentile_5,32,10,10000
bca,0.975,0.6875,DGPLaplace_0_1,percentile_5,32,10,10000
bc,0.975,0.719,DGPLaplace_0_1,percentile_5,32,10,10000
standard,0.975,0.9425,DGPLaplace_0_1,percentile_5,32,10,10000
smoothed,0.975,0.9256,DGPLaplace_0_1,percentile_5,32,10,10000
double,0.975,0.8035,DGPLaplace_0_1,percentile_5,32,10,10000
studentized,0.975,0.8474,DGPLaplace_0_1,percentile_5,32,10,10000
ci_quant_param,0.975,0.8104,DGPLaplace_0_1,percentile_5,32,10,10000
ci_quant_nonparam,0.975,0.9804,DGPLaplace_0_1,percentile_5,32,10,10000
maritz-jarrett,0.975,0.89,DGPLaplace_0_1,percentile_5,32,10,10000
percentile,0.025,0.192,DGPLaplace_0_1,percentile_5,32,100,10000
basic,0.025,0.1448,DGPLaplace_0_1,percentile_5,32,100,10000
bca,0.025,0.192,DGPLaplace_0_1,percentile_5,32,100,10000
bc,0.025,0.192,DGPLaplace_0_1,percentile_5,32,100,10000
standard,0.025,0.1086,DGPLaplace_0_1,percentile_5,32,100,10000
smoothed,0.025,0.1581,DGPLaplace_0_1,percentile_5,32,100,10000
double,0.025,0.192,DGPLaplace_0_1,percentile_5,32,100,10000
studentized,0.025,0.0449,DGPLaplace_0_1,percentile_5,32,100,10000
ci_quant_param,0.025,0.1146,DGPLaplace_0_1,percentile_5,32,100,10000
ci_quant_nonparam,0.025,0.192,DGPLaplace_0_1,percentile_5,32,100,10000
maritz-jarrett,0.025,0.1024,DGPLaplace_0_1,percentile_5,32,100,10000
percentile,0.05,0.192,DGPLaplace_0_1,percentile_5,32,100,10000
basic,0.05,0.1771,DGPLaplace_0_1,percentile_5,32,100,10000
bca,0.05,0.192,DGPLaplace_0_1,percentile_5,32,100,10000
bc,0.05,0.192,DGPLaplace_0_1,percentile_5,32,100,10000
standard,0.05,0.1366,DGPLaplace_0_1,percentile_5,32,100,10000
smoothed,0.05,0.1704,DGPLaplace_0_1,percentile_5,32,100,10000
double,0.05,0.192,DGPLaplace_0_1,percentile_5,32,100,10000
studentized,0.05,0.0804,DGPLaplace_0_1,percentile_5,32,100,10000
ci_quant_param,0.05,0.1608,DGPLaplace_0_1,percentile_5,32,100,10000
ci_quant_nonparam,0.05,0.192,DGPLaplace_0_1,percentile_5,32,100,10000
maritz-jarrett,0.05,0.122,DGPLaplace_0_1,percentile_5,32,100,10000
percentile,0.25,0.3044,DGPLaplace_0_1,percentile_5,32,100,10000
basic,0.25,0.3178,DGPLaplace_0_1,percentile_5,32,100,10000
bca,0.25,0.192,DGPLaplace_0_1,percentile_5,32,100,10000
bc,0.25,0.192,DGPLaplace_0_1,percentile_5,32,100,10000
standard,0.25,0.2863,DGPLaplace_0_1,percentile_5,32,100,10000
smoothed,0.25,0.3111,DGPLaplace_0_1,percentile_5,32,100,10000
double,0.25,0.192,DGPLaplace_0_1,percentile_5,32,100,10000
studentized,0.25,0.2872,DGPLaplace_0_1,percentile_5,32,100,10000
ci_quant_param,0.25,0.3429,DGPLaplace_0_1,percentile_5,32,100,10000
ci_quant_nonparam,0.25,0.5286,DGPLaplace_0_1,percentile_5,32,100,10000
maritz-jarrett,0.25,0.215,DGPLaplace_0_1,percentile_5,32,100,10000
percentile,0.75,0.7854,DGPLaplace_0_1,percentile_5,32,100,10000
basic,0.75,0.6836,DGPLaplace_0_1,percentile_5,32,100,10000
bca,0.75,0.3737,DGPLaplace_0_1,percentile_5,32,100,10000
bc,0.75,0.3737,DGPLaplace_0_1,percentile_5,32,100,10000
standard,0.75,0.7427,DGPLaplace_0_1,percentile_5,32,100,10000
smoothed,0.75,0.7622,DGPLaplace_0_1,percentile_5,32,100,10000
double,0.75,0.5518,DGPLaplace_0_1,percentile_5,32,100,10000
studentized,0.75,0.667,DGPLaplace_0_1,percentile_5,32,100,10000
ci_quant_param,0.75,0.6197,DGPLaplace_0_1,percentile_5,32,100,10000
ci_quant_nonparam,0.75,0.7923,DGPLaplace_0_1,percentile_5,32,100,10000
maritz-jarrett,0.75,0.5773,DGPLaplace_0_1,percentile_5,32,100,10000
percentile,0.95,0.9699,DGPLaplace_0_1,percentile_5,32,100,10000
basic,0.95,0.7856,DGPLaplace_0_1,percentile_5,32,100,10000
bca,0.95,0.6554,DGPLaplace_0_1,percentile_5,32,100,10000
bc,0.95,0.6961,DGPLaplace_0_1,percentile_5,32,100,10000
standard,0.95,0.9451,DGPLaplace_0_1,percentile_5,32,100,10000
smoothed,0.95,0.969,DGPLaplace_0_1,percentile_5,32,100,10000
double,0.95,0.8458,DGPLaplace_0_1,percentile_5,32,100,10000
studentized,0.95,0.8558,DGPLaplace_0_1,percentile_5,32,100,10000
ci_quant_param,0.95,0.7737,DGPLaplace_0_1,percentile_5,32,100,10000
ci_quant_nonparam,0.95,0.9782,DGPLaplace_0_1,percentile_5,32,100,10000
maritz-jarrett,0.95,0.8493,DGPLaplace_0_1,percentile_5,32,100,10000
percentile,0.975,0.9879,DGPLaplace_0_1,percentile_5,32,100,10000
basic,0.975,0.7856,DGPLaplace_0_1,percentile_5,32,100,10000
bca,0.975,0.7516,DGPLaplace_0_1,percentile_5,32,100,10000
bc,0.975,0.794,DGPLaplace_0_1,percentile_5,32,100,10000
standard,0.975,0.9697,DGPLaplace_0_1,percentile_5,32,100,10000
smoothed,0.975,0.9869,DGPLaplace_0_1,percentile_5,32,100,10000
double,0.975,0.9027,DGPLaplace_0_1,percentile_5,32,100,10000
studentized,0.975,0.8901,DGPLaplace_0_1,percentile_5,32,100,10000
ci_quant_param,0.975,0.8157,DGPLaplace_0_1,percentile_5,32,100,10000
ci_quant_nonparam,0.975,0.9782,DGPLaplace_0_1,percentile_5,32,100,10000
maritz-jarrett,0.975,0.898,DGPLaplace_0_1,percentile_5,32,100,10000
percentile,0.025,0.1289,DGPLaplace_0_1,percentile_5,64,10,10000
basic,0.025,0.1697,DGPLaplace_0_1,percentile_5,64,10,10000
bca,0.025,0.1291,DGPLaplace_0_1,percentile_5,64,10,10000
bc,0.025,0.1305,DGPLaplace_0_1,percentile_5,64,10,10000
standard,0.025,0.0923,DGPLaplace_0_1,percentile_5,64,10,10000
smoothed,0.025,0.1288,DGPLaplace_0_1,percentile_5,64,10,10000
double,0.025,0.1373,DGPLaplace_0_1,percentile_5,64,10,10000
studentized,0.025,0.1112,DGPLaplace_0_1,percentile_5,64,10,10000
ci_quant_param,0.025,0.1268,DGPLaplace_0_1,percentile_5,64,10,10000
ci_quant_nonparam,0.025,0.0382,DGPLaplace_0_1,percentile_5,64,10,10000
maritz-jarrett,0.025,0.0337,DGPLaplace_0_1,percentile_5,64,10,10000
percentile,0.05,0.1289,DGPLaplace_0_1,percentile_5,64,10,10000
basic,0.05,0.1697,DGPLaplace_0_1,percentile_5,64,10,10000
bca,0.05,0.1331,DGPLaplace_0_1,percentile_5,64,10,10000
bc,0.05,0.1362,DGPLaplace_0_1,percentile_5,64,10,10000
standard,0.05,0.1182,DGPLaplace_0_1,percentile_5,64,10,10000
smoothed,0.05,0.1288,DGPLaplace_0_1,percentile_5,64,10,10000
double,0.05,0.1373,DGPLaplace_0_1,percentile_5,64,10,10000
studentized,0.05,0.1112,DGPLaplace_0_1,percentile_5,64,10,10000
ci_quant_param,0.05,0.1651,DGPLaplace_0_1,percentile_5,64,10,10000
ci_quant_nonparam,0.05,0.1639,DGPLaplace_0_1,percentile_5,64,10,10000
maritz-jarrett,0.05,0.046,DGPLaplace_0_1,percentile_5,64,10,10000
percentile,0.25,0.2926,DGPLaplace_0_1,percentile_5,64,10,10000
basic,0.25,0.2909,DGPLaplace_0_1,percentile_5,64,10,10000
bca,0.25,0.2,DGPLaplace_0_1,percentile_5,64,10,10000
bc,0.25,0.2056,DGPLaplace_0_1,percentile_5,64,10,10000
standard,0.25,0.2704,DGPLaplace_0_1,percentile_5,64,10,10000
smoothed,0.25,0.2912,DGPLaplace_0_1,percentile_5,64,10,10000
double,0.25,0.2179,DGPLaplace_0_1,percentile_5,64,10,10000
studentized,0.25,0.2701,DGPLaplace_0_1,percentile_5,64,10,10000
ci_quant_param,0.25,0.3404,DGPLaplace_0_1,percentile_5,64,10,10000
ci_quant_nonparam,0.25,0.3686,DGPLaplace_0_1,percentile_5,64,10,10000
maritz-jarrett,0.25,0.1577,DGPLaplace_0_1,percentile_5,64,10,10000
percentile,0.75,0.7601,DGPLaplace_0_1,percentile_5,64,10,10000
basic,0.75,0.6921,DGPLaplace_0_1,percentile_5,64,10,10000
bca,0.75,0.6024,DGPLaplace_0_1,percentile_5,64,10,10000
bc,0.75,0.6081,DGPLaplace_0_1,percentile_5,64,10,10000
standard,0.75,0.7313,DGPLaplace_0_1,percentile_5,64,10,10000
smoothed,0.75,0.7397,DGPLaplace_0_1,percentile_5,64,10,10000
double,0.75,0.6827,DGPLaplace_0_1,percentile_5,64,10,10000
studentized,0.75,0.7119,DGPLaplace_0_1,percentile_5,64,10,10000
ci_quant_param,0.75,0.6127,DGPLaplace_0_1,percentile_5,64,10,10000
ci_quant_nonparam,0.75,0.7844,DGPLaplace_0_1,percentile_5,64,10,10000
maritz-jarrett,0.75,0.7336,DGPLaplace_0_1,percentile_5,64,10,10000
percentile,0.95,0.9292,DGPLaplace_0_1,percentile_5,64,10,10000
basic,0.95,0.8613,DGPLaplace_0_1,percentile_5,64,10,10000
bca,0.95,0.8145,DGPLaplace_0_1,percentile_5,64,10,10000
bc,0.95,0.83,DGPLaplace_0_1,percentile_5,64,10,10000
standard,0.95,0.932,DGPLaplace_0_1,percentile_5,64,10,10000
smoothed,0.95,0.9233,DGPLaplace_0_1,percentile_5,64,10,10000
double,0.95,0.8704,DGPLaplace_0_1,percentile_5,64,10,10000
studentized,0.95,0.8894,DGPLaplace_0_1,percentile_5,64,10,10000
ci_quant_param,0.95,0.7701,DGPLaplace_0_1,percentile_5,64,10,10000
ci_quant_nonparam,0.95,0.9606,DGPLaplace_0_1,percentile_5,64,10,10000
maritz-jarrett,0.95,0.9337,DGPLaplace_0_1,percentile_5,64,10,10000
percentile,0.975,0.9292,DGPLaplace_0_1,percentile_5,64,10,10000
basic,0.975,0.8613,DGPLaplace_0_1,percentile_5,64,10,10000
bca,0.975,0.8513,DGPLaplace_0_1,percentile_5,64,10,10000
bc,0.975,0.8683,DGPLaplace_0_1,percentile_5,64,10,10000
standard,0.975,0.9556,DGPLaplace_0_1,percentile_5,64,10,10000
smoothed,0.975,0.9233,DGPLaplace_0_1,percentile_5,64,10,10000
double,0.975,0.8704,DGPLaplace_0_1,percentile_5,64,10,10000
studentized,0.975,0.8894,DGPLaplace_0_1,percentile_5,64,10,10000
ci_quant_param,0.975,0.8124,DGPLaplace_0_1,percentile_5,64,10,10000
ci_quant_nonparam,0.975,0.9878,DGPLaplace_0_1,percentile_5,64,10,10000
maritz-jarrett,0.975,0.9607,DGPLaplace_0_1,percentile_5,64,10,10000
percentile,0.025,0.0619,DGPLaplace_0_1,percentile_5,64,100,10000
basic,0.025,0.1194,DGPLaplace_0_1,percentile_5,64,100,10000
bca,0.025,0.0432,DGPLaplace_0_1,percentile_5,64,100,10000
bc,0.025,0.0464,DGPLaplace_0_1,percentile_5,64,100,10000
standard,0.025,0.0636,DGPLaplace_0_1,percentile_5,64,100,10000
smoothed,0.025,0.062,DGPLaplace_0_1,percentile_5,64,100,10000
double,0.025,0.0438,DGPLaplace_0_1,percentile_5,64,100,10000
studentized,0.025,0.0521,DGPLaplace_0_1,percentile_5,64,100,10000
ci_quant_param,0.025,0.1312,DGPLaplace_0_1,percentile_5,64,100,10000
ci_quant_nonparam,0.025,0.0394,DGPLaplace_0_1,percentile_5,64,100,10000
maritz-jarrett,0.025,0.0354,DGPLaplace_0_1,percentile_5,64,100,10000
percentile,0.05,0.0872,DGPLaplace_0_1,percentile_5,64,100,10000
basic,0.05,0.1503,DGPLaplace_0_1,percentile_5,64,100,10000
bca,0.05,0.0466,DGPLaplace_0_1,percentile_5,64,100,10000
bc,0.05,0.0561,DGPLaplace_0_1,percentile_5,64,100,10000
standard,0.05,0.0899,DGPLaplace_0_1,percentile_5,64,100,10000
smoothed,0.05,0.0868,DGPLaplace_0_1,percentile_5,64,100,10000
double,0.05,0.0478,DGPLaplace_0_1,percentile_5,64,100,10000
studentized,0.05,0.0907,DGPLaplace_0_1,percentile_5,64,100,10000
ci_quant_param,0.05,0.1747,DGPLaplace_0_1,percentile_5,64,100,10000
ci_quant_nonparam,0.05,0.1675,DGPLaplace_0_1,percentile_5,64,100,10000
maritz-jarrett,0.05,0.0476,DGPLaplace_0_1,percentile_5,64,100,10000
percentile,0.25,0.2721,DGPLaplace_0_1,percentile_5,64,100,10000
basic,0.25,0.2859,DGPLaplace_0_1,percentile_5,64,100,10000
bca,0.25,0.1715,DGPLaplace_0_1,percentile_5,64,100,10000
bc,0.25,0.1856,DGPLaplace_0_1,percentile_5,64,100,10000
standard,0.25,0.2539,DGPLaplace_0_1,percentile_5,64,100,10000
smoothed,0.25,0.2729,DGPLaplace_0_1,percentile_5,64,100,10000
double,0.25,0.2075,DGPLaplace_0_1,percentile_5,64,100,10000
studentized,0.25,0.2718,DGPLaplace_0_1,percentile_5,64,100,10000
ci_quant_param,0.25,0.3414,DGPLaplace_0_1,percentile_5,64,100,10000
ci_quant_nonparam,0.25,0.3739,DGPLaplace_0_1,percentile_5,64,100,10000
maritz-jarrett,0.25,0.1628,DGPLaplace_0_1,percentile_5,64,100,10000
percentile,0.75,0.7749,DGPLaplace_0_1,percentile_5,64,100,10000
basic,0.75,0.7244,DGPLaplace_0_1,percentile_5,64,100,10000
bca,0.75,0.6022,DGPLaplace_0_1,percentile_5,64,100,10000
bc,0.75,0.6096,DGPLaplace_0_1,percentile_5,64,100,10000
standard,0.75,0.7576,DGPLaplace_0_1,percentile_5,64,100,10000
smoothed,0.75,0.7572,DGPLaplace_0_1,percentile_5,64,100,10000
double,0.75,0.676,DGPLaplace_0_1,percentile_5,64,100,10000
studentized,0.75,0.7285,DGPLaplace_0_1,percentile_5,64,100,10000
